,MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,FLUX_U,FLUX_B,FLUX_V,FLUX_R,FLUX_I,FLUX_J,FLUX_H,FLUX_K,SP_TYPE,SP_QUAL,SP_BIBCODE,OTYPE_S,OTYPES,PLX_VALUE,PLX_PREC,PLX_ERROR,PLX_QUAL,PLX_BIBCODE,PMRA,PMDEC,PMRA_PREC,PMDEC_PREC,PM_ERR_MAJA,PM_ERR_MINA,PM_ERR_ANGLE,PM_QUAL,PM_BIBCODE,25s,1.5m,B-V,J-K,Mv,CRITERIA,MASK_E(B-V),MASK_E(J-K),MASK_SP_TYPE,MASK_OTYPE,MASK_25s,MASK_Mv,MASK_1.5m,MASK_N,MASK_Good
HD78119,HD  78119,09 04 37.1914,-50 07 49.784,14,14,0.0335,0.0427,90,A,O,2018yCat.1345....0G,,10.02,10.0,,,9.918,9.974,9.947000000000001,A0V,C,1978MSS...C02....0H,Star,*|IR,1.8319,4,0.0377,A,2018yCat.1345....0G,-13.269,8.451,3,3,0.068,0.076,90,A,2018yCat.1345....0G,1.0,1.0,0.019999999999999574,-0.02900000000000169,1.2415088132706915,,0,0,0,0,0,0,0,0,True
HIP44449,HD  77905,09 03 20.6350,-50 07 58.804,14,14,0.0338,0.0357,90,A,O,2018yCat.1345....0G,,9.15,9.08,,,8.923,8.904,8.865,A0V,C,1978MSS...C02....0H,Star,*|IR,2.5637,4,0.0408,A,2018yCat.1345....0G,-10.962,1.962,3,3,0.068,0.057999999999999996,90,A,2018yCat.1345....0G,1.0,1.0,0.07000000000000028,0.05799999999999983,0.8688360169340953,,0,0,0,0,0,0,0,0,True
HD163961,HD 163961,18 01 30.5330,-50 10 01.222,14,14,0.0537,0.0485,90,A,O,2018yCat.1345....0G,,9.84,9.78,,,9.57,9.536,9.537,A0V,C,1978MSS...C02....0H,Star,*|IR,1.6603,4,0.0551,A,2018yCat.1345....0G,2.391,-11.635,3,3,0.107,0.09,90,A,2018yCat.1345....0G,1.0,1.0,0.0600000000000005,0.032999999999999474,0.6619328395163759,,0,0,0,0,0,0,0,0,True
HD156123,HD 156123,17 18 23.9910,-50 12 39.776,14,14,0.0726,0.0665,90,A,O,2018yCat.1345....0G,,6.98,6.98,,,6.968,7.044,6.986000000000001,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,6.0932,4,0.0709,A,2018yCat.1345....0G,-13.46,-34.75,2,2,0.69,0.34,0,A,2007A&A...474..653V,1.0,1.0,0.0,-0.018000000000000682,0.9042271670632278,,0,0,0,0,0,0,0,0,True
HD86890,HD  86890,10 00 10.3369,-50 14 04.558,14,14,0.0369,0.0361,90,A,O,2018yCat.1345....0G,,9.22,9.19,,,9.075,9.075,9.024,A0V,C,1978MSS...C02....0H,Star,*|IR,1.3814,4,0.047,A,2018yCat.1345....0G,-10.204,2.861,3,3,0.075,0.068,90,A,2018yCat.1345....0G,1.0,1.0,0.030000000000001137,0.051000000000000156,-0.21790274164936285,,0,0,0,0,0,0,0,0,True
HD92777,HD  92777,10 41 50.7070,-50 14 26.983,14,14,0.036000000000000004,0.0326,90,A,O,2018yCat.1345....0G,,8.97,8.92,,,8.779,8.795,8.766,A0V,C,1978MSS...C02....0H,Star,*|IR,2.603,4,0.044000000000000004,A,2018yCat.1345....0G,-24.006999999999998,6.2829999999999995,3,3,0.071,0.065,90,A,2018yCat.1345....0G,1.0,1.0,0.05000000000000071,0.0129999999999999,0.8148708405461778,,0,0,0,0,0,0,0,0,True
HD72163,HD  72163,08 29 15.5915,-50 15 00.253,14,14,0.0313,0.0362,90,A,O,2018yCat.1345....0G,,9.22,9.16,,,9.027999999999999,9.048,9.015,A0V,C,1978MSS...C02....0H,Star,*|IR,2.9410000000000003,4,0.0417,A,2018yCat.1345....0G,-11.974,10.341,3,3,0.774,0.728,90,A,2016A&A...595A...2G,1.0,1.0,0.0600000000000005,0.012999999999998124,1.2834751225353458,,0,0,0,0,0,0,0,0,True
HD55251,HD  55251,07 09 38.3487,-50 20 10.674,14,14,0.0339,0.0459,90,A,O,2018yCat.1345....0G,,8.47,8.4,,,8.294,8.306000000000001,8.266,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,3.2862,4,0.0385,A,2018yCat.1345....0G,-9.57,8.616,3,3,0.07400000000000001,0.085,90,A,2018yCat.1345....0G,1.0,1.0,0.07000000000000028,0.02800000000000047,0.7279699565621435,,0,0,0,0,0,0,0,0,True
HD72517,HD  72517,08 31 08.1258,-50 22 40.326,14,14,0.0309,0.0336,90,A,O,2018yCat.1345....0G,,9.23,9.22,,,,,,A0V,C,1978MSS...C02....0H,Star,*,2.8064,4,0.0337,A,2018yCat.1345....0G,-9.437000000000001,0.7709999999999999,3,3,0.552,0.613,90,A,2016A&A...595A...2G,1.0,1.0,0.009999999999999787,,1.424247858429733,,0,0,0,0,0,0,0,0,True
HD118044,HD 118044,13 35 23.4253,-50 23 57.448,14,14,0.0481,0.0545,90,A,O,2018yCat.1345....0G,,10.34,10.34,,,10.339,10.352,10.377,A0V,C,1978MSS...C02....0H,Star,*|IR,1.3938,4,0.0687,A,2018yCat.1345....0G,-9.645,-4.843,3,3,0.138,0.128,90,A,2018yCat.1345....0G,1.0,1.0,0.0,-0.038000000000000256,1.0610023009193945,,0,0,0,0,0,0,0,0,True
HD48169,HD  48169,06 39 22.7737,-50 24 36.565,14,14,0.0335,0.0345,90,A,O,2018yCat.1345....0G,,9.57,9.55,,,9.479,9.499,9.477,A0V,C,1978MSS...C02....0H,Star,*|IR,1.7904,4,0.036000000000000004,A,2018yCat.1345....0G,-8.533999999999999,9.051,3,3,0.07400000000000001,0.075,90,A,2018yCat.1345....0G,1.0,1.0,0.019999999999999574,0.0019999999999988916,0.7417503459213768,,0,0,0,0,0,0,0,0,True
HD99387,HD  99387,11 25 40.2934,-50 24 46.186,14,14,0.0304,0.0279,90,A,O,2018yCat.1345....0G,,10.06,10.0,,,9.802,9.821,9.785,A0V,C,1978MSS...C02....0H,Star,*|IR,1.6733,4,0.0443,A,2018yCat.1345....0G,-13.487,-0.349,3,3,0.066,0.06,90,A,2018yCat.1345....0G,1.0,1.0,0.0600000000000005,0.01699999999999946,0.8988690552734362,,0,0,0,0,0,0,0,0,True
HD171581,HD 171581,18 38 11.5276,-50 24 47.130,14,14,0.0413,0.0419,90,A,O,2018yCat.1345....0G,,8.97,8.96,,,8.846,8.898,8.85,A0V,C,1978MSS...C02....0H,Star,*|IR,3.0991,4,0.0508,A,2018yCat.1345....0G,-0.301,-9.939,3,3,0.073,0.073,90,A,2018yCat.1345....0G,1.0,1.0,0.009999999999999787,-0.0039999999999995595,1.3796779501662533,,0,0,0,0,0,0,0,0,True
HD101802,HD 101802,11 42 41.5210,-50 25 30.497,14,14,0.0407,0.0347,90,A,O,2018yCat.1345....0G,,8.43,8.43,,,8.332,8.366,8.335,A0V,C,1978MSS...C02....0H,Star,*|IR,2.8286,4,0.0576,A,2018yCat.1345....0G,-11.0,4.529,3,3,0.077,0.063,90,A,2018yCat.1345....0G,1.0,1.0,0.0,-0.0030000000000001137,0.6878576851903357,,0,0,0,0,0,0,0,0,True
HD91775,HD  91775,10 34 53.0412,-50 26 32.049,14,14,0.0328,0.0302,90,A,O,2018yCat.1345....0G,,8.24,8.23,,,8.187000000000001,8.235,8.174,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,3.3278,4,0.0406,A,2018yCat.1345....0G,-11.55,-3.827,3,3,0.067,0.06,90,A,2018yCat.1345....0G,1.0,1.0,0.009999999999999787,0.013000000000001677,0.8042860870320921,,0,0,0,0,0,0,0,0,True
HD86806,HD  86806,09 59 35.6858,-50 26 52.075,14,14,0.0355,0.0365,90,A,O,2018yCat.1345....0G,,8.59,8.55,,,8.453,8.437000000000001,8.443999999999999,A0V,C,1978MSS...C02....0H,Star,*|IR,2.5334,4,0.0434,A,2018yCat.1345....0G,-18.855999999999998,7.891,3,3,0.076,0.071,90,A,2018yCat.1345....0G,1.0,1.0,0.03999999999999915,0.009000000000000341,0.4225188310645439,,0,0,0,0,0,0,0,0,True
HD79277,HD  79277,09 11 19.4204,-50 27 13.357,14,14,0.0314,0.0332,90,A,O,2018yCat.1345....0G,,9.55,9.53,,,9.316,9.308,9.3,A0V,C,1978MSS...C02....0H,Star,*|IR,1.7747,4,0.0359,A,2018yCat.1345....0G,-15.151,13.279000000000002,3,3,0.066,0.063,90,A,2018yCat.1345....0G,1.0,1.0,0.02000000000000135,0.016000000000000014,0.702624746515858,,0,0,0,0,0,0,0,0,True
HIP44783,HD  78685,09 07 39.2285,-50 29 54.075,14,14,0.0399,0.0432,90,A,O,2018yCat.1345....0G,,8.85,8.8,,,8.609,8.618,8.596,A0V,C,1978MSS...C02....0H,Star,*|IR,2.2817,4,0.0472,A,2018yCat.1345....0G,-6.817,2.715,3,3,0.08199999999999999,0.078,90,A,2018yCat.1345....0G,1.0,1.0,0.049999999999998934,0.0129999999999999,0.4087927120029824,,0,0,0,0,0,0,0,0,True
HD207605,HD 207605,21 51 36.0701,-50 34 50.232,14,14,0.0348,0.0417,90,A,O,2018yCat.1345....0G,,9.39,9.39,,,,,,A0V,C,1978MSS...C02....0H,Star,*,1.7726,4,0.0537,A,2018yCat.1345....0G,5.851,3.156,3,3,0.078,0.08800000000000001,90,A,2018yCat.1345....0G,1.0,1.0,0.0,,0.6330537248415187,,0,0,0,0,0,0,0,0,True
HIP73131,HD 131659,14 56 44.4843,-50 35 18.293,14,14,0.0337,0.0349,90,A,O,2018yCat.1345....0G,,7.72,7.66,,,7.4479999999999995,7.45,7.412999999999999,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,3.8395,4,0.0529,A,2018yCat.1345....0G,-23.448,-17.97,3,3,0.126,0.174,90,A,2018yCat.1345....0G,1.0,1.0,0.05999999999999961,0.03500000000000014,0.3623733596249367,,0,0,0,0,0,0,0,0,True
HD60130,HD  60130,07 30 28.5976,-50 36 32.297,14,14,0.0379,0.0389,90,A,O,2018yCat.1345....0G,,6.52,6.54,,,6.584,6.608,6.591,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,9.3578,4,0.0392,A,2018yCat.1345....0G,1.061,17.718,3,3,0.08800000000000001,0.075,90,A,2018yCat.1345....0G,1.0,1.0,-0.020000000000000462,-0.007000000000000561,1.4688687948853336,,0,0,0,0,0,0,0,0,True
HIP26515,HD  37781,05 38 17.4206,-50 38 27.584,14,14,0.0371,0.0427,90,A,O,2018yCat.1345....0G,,6.38,6.42,,,6.494,6.56,6.516,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,5.9794,4,0.0406,A,2018yCat.1345....0G,-0.586,18.597,3,3,0.08,0.08199999999999999,90,A,2018yCat.1345....0G,1.0,1.0,-0.040000000000000036,-0.02200000000000024,0.44928803552530927,,0,0,0,0,0,0,0,0,True
HD84644,HD  84644,09 45 04.3200,-50 40 01.711,14,14,0.0315,0.0317,90,A,O,2018yCat.1345....0G,,9.29,9.25,,,9.212,9.24,9.191,A0V,C,1978MSS...C02....0H,Star,*|IR,2.074,4,0.0389,A,2018yCat.1345....0G,-13.95,4.328,3,3,0.066,0.057999999999999996,90,A,2018yCat.1345....0G,1.0,1.0,0.03999999999999915,0.02099999999999902,0.6880437602651138,,0,0,0,0,0,0,0,0,True
HD167157,HD 167157,18 16 39.2633,-50 42 28.769,14,14,0.0387,0.0418,90,A,O,2018yCat.1345....0G,,9.59,9.54,,,9.336,9.361,9.314,A0V,C,1978MSS...C02....0H,Star,*|IR,2.1405,4,0.05,A,2018yCat.1345....0G,-3.082,-8.462,3,3,0.075,0.07,90,A,2018yCat.1345....0G,1.0,1.0,0.05000000000000071,0.02200000000000024,1.010076160851636,,0,0,0,0,0,0,0,0,True
HD35904,HD  35904,05 25 14.2675,-50 44 29.844,14,14,0.0334,0.0403,90,A,O,2018yCat.1345....0G,,9.76,9.79,,,9.711,9.777999999999999,9.749,A0V,C,1978MSS...C02....0H,Star,*|IR,0.9849,4,0.0388,A,2018yCat.1345....0G,-0.631,-4.7589999999999995,3,3,0.07200000000000001,0.086,90,A,2018yCat.1345....0G,1.0,1.0,-0.02999999999999936,-0.038000000000000256,-0.13353931275499004,,0,0,0,0,0,0,0,0,True
HD112924,HD 112924,13 00 49.8984,-50 48 21.245,14,14,0.0421,0.0577,90,A,O,2018yCat.1345....0G,,9.89,9.89,,,9.82,9.844,9.809,A0V,C,1978MSS...C02....0H,Star,*|IR,1.4645,4,0.0634,A,2018yCat.1345....0G,-9.809,-3.866,3,3,0.106,0.12300000000000001,90,A,2018yCat.1345....0G,1.0,1.0,0.0,0.011000000000001009,0.7184468800880879,,0,0,0,0,0,0,0,0,True
HD110091,HD 110091,12 40 00.1581,-50 52 45.501,14,14,0.0494,0.0385,90,A,O,2018yCat.1345....0G,,10.4,10.36,,,10.312999999999999,10.325,10.317,A0V,C,1978MSS...C02....0H,Star,*|IR,1.3796,4,0.0797,A,2018yCat.1345....0G,-9.224,-1.297,3,3,0.095,0.066,90,A,2018yCat.1345....0G,1.0,1.0,0.040000000000000924,-0.004000000000001336,0.9127659284767616,,0,0,0,0,0,0,0,0,True
HD75481,HD  75481,08 48 06.9968,-50 54 10.152,14,14,0.0303,0.031,90,A,O,2018yCat.1345....0G,,9.21,9.2,,,9.086,9.142000000000001,9.068999999999999,A0V,C,1978MSS...C02....0H,Star,*|IR,2.5126,4,0.0345,A,2018yCat.1345....0G,-14.372,13.811,3,3,0.064,0.063,90,A,2018yCat.1345....0G,1.0,1.0,0.010000000000001563,0.017000000000001236,1.1641167771853984,,0,0,0,0,0,0,0,0,True
HD83880,HD  83880,09 39 45.9773,-50 54 42.662,14,14,0.0523,0.0619,90,A,O,2018yCat.1345....0G,,9.29,9.24,,,9.045,9.01,8.988,A0V,C,1978MSS...C02....0H,Star,*|IR,2.5599,4,0.0603,A,2018yCat.1345....0G,-16.59,4.085,3,3,0.10099999999999999,0.127,90,A,2018yCat.1345....0G,1.0,1.0,0.049999999999998934,0.057000000000000384,1.0986150017615102,,0,0,0,0,0,0,0,0,True
HD131660,HD 131660,14 56 48.3536,-50 56 44.503,14,14,0.0346,0.0345,90,A,O,2018yCat.1345....0G,,10.01,9.95,,,9.69,9.682,9.669,A0V,C,1978MSS...C02....0H,Star,*|IR,1.9181,4,0.0512,A,2018yCat.1345....0G,-9.258,-9.009,3,3,0.09300000000000001,0.096,90,A,2018yCat.1345....0G,1.0,1.0,0.0600000000000005,0.02099999999999902,1.1453562266760227,,0,0,0,0,0,0,0,0,True
HD135056,HD 135056,15 15 08.9666,-50 57 17.128,14,14,0.0432,0.0394,90,A,O,2018yCat.1345....0G,,10.03,9.99,,,9.722000000000001,9.77,9.683,A0V,C,1978MSS...C02....0H,Star,*|IR,1.182,4,0.0629,A,2018yCat.1345....0G,-14.719000000000001,-8.72,3,3,0.106,0.10800000000000001,90,A,2018yCat.1345....0G,1.0,1.0,0.03999999999999915,0.03900000000000148,0.2070873827261849,,0,0,0,0,0,0,0,0,True
HD83654,HD  83654,09 38 24.1903,-51 01 35.797,14,14,0.0353,0.0337,90,A,O,2018yCat.1345....0G,,9.99,9.94,,,9.758,9.732000000000001,9.72,A0V,C,1978MSS...C02....0H,Star,*|IR,1.8786,4,0.0438,A,2018yCat.1345....0G,-11.187999999999999,6.442,3,3,0.07200000000000001,0.061,90,A,2018yCat.1345....0G,1.0,1.0,0.05000000000000071,0.03799999999999848,1.1266715900027935,,0,0,0,0,0,0,0,0,True
HIP64933,HD 115529,13 18 34.8660,-51 17 08.811,14,14,0.0533,0.0407,90,A,O,2018yCat.1345....0G,,6.162999999999999,6.172999999999999,,,6.098,6.1160000000000005,6.091,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,5.6761,4,0.0611,A,2018yCat.1345....0G,-25.95,-12.19,2,2,0.46,0.46,0,A,2007A&A...474..653V,1.0,1.0,-0.009999999999999787,0.006999999999999673,-0.02024980932015561,,0,0,0,0,0,0,0,0,True
HD88275,HD  88275,10 09 21.3507,-51 17 19.015,14,14,0.0688,0.0666,90,A,O,2018yCat.1345....0G,,9.72,9.67,,,9.497,9.462,9.442,A0V,C,1978MSS...C02....0H,Star,*|IR,1.4496,4,0.0828,A,2018yCat.1345....0G,-15.684000000000001,7.8660000000000005,3,3,0.14400000000000002,0.134,90,A,2018yCat.1345....0G,1.0,1.0,0.05000000000000071,0.054999999999999716,0.29374090166368577,,0,0,0,0,0,0,0,0,True
HD137936,HD 137936,15 31 03.4605,-51 18 53.584,14,14,0.0502,0.0468,90,A,O,2018yCat.1345....0G,,8.8,8.74,,,8.526,8.504,8.521,A0V,C,1978MSS...C02....0H,Star,*|IR,2.6809,4,0.07,A,2018yCat.1345....0G,-3.952,-11.607000000000001,3,3,0.146,0.12300000000000001,90,A,2018yCat.1345....0G,1.0,1.0,0.0600000000000005,0.004999999999999005,0.6624030735358819,,0,0,0,0,0,0,0,0,True
HD71003,HD  71003,08 22 44.5771,-51 21 53.671,14,14,0.0315,0.038,90,A,O,2018yCat.1345....0G,,8.91,8.91,,,8.836,8.886000000000001,8.853,A0V,C,1978MSS...C02....0H,Star,*|IR,3.0637,4,0.0363,A,2018yCat.1345....0G,-12.9,11.606,3,3,0.073,0.076,90,A,2018yCat.1345....0G,1.0,1.0,0.0,-0.01699999999999946,1.3412311828652772,,0,0,0,0,0,0,0,0,True
HD84836,HD  84836,09 46 23.0246,-51 22 04.119,14,14,0.0332,0.0329,90,A,O,2018yCat.1345....0G,,9.64,9.63,,,9.462,9.42,9.41,A0V,C,1978MSS...C02....0H,Star,*|IR,2.2232,4,0.0411,A,2018yCat.1345....0G,-16.887,3.89,3,3,0.067,0.057999999999999996,90,A,2018yCat.1345....0G,1.0,1.0,0.009999999999999787,0.0519999999999996,1.3283926688465781,,0,0,0,0,0,0,0,0,True
HIP81692,HD 150071,16 41 17.2409,-51 23 49.522,14,14,0.0562,0.0407,90,A,O,2018yCat.1345....0G,,7.64,7.62,,,7.53,7.584,7.53,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,6.004,4,0.0739,A,2018yCat.1345....0G,-16.741,-27.483,3,3,0.09699999999999999,0.077,90,A,2018yCat.1345....0G,1.0,1.0,0.019999999999999574,0.0,1.439203417856166,,0,0,0,0,0,0,0,0,True
HD98203,HD  98203,11 17 16.9085,-51 24 25.343,14,14,0.0314,0.0305,90,A,O,2018yCat.1345....0G,,8.74,8.72,,,8.597999999999999,8.636000000000001,8.575,A0V,C,1978MSS...C02....0H,Star,*|IR,1.9877,4,0.0436,A,2018yCat.1345....0G,20.982,-10.214,3,3,0.06,0.057999999999999996,90,A,2018yCat.1345....0G,1.0,1.0,0.019999999999999574,0.022999999999999687,0.13875418859578675,,0,0,0,0,0,0,0,0,True
HD124744,HD 124744,14 16 50.0904,-51 24 49.332,14,14,0.0532,0.0514,90,A,O,2018yCat.1345....0G,,10.0,9.95,,,9.627,9.59,9.588,A0V,C,1978MSS...C02....0H,Star,*|IR,1.5396,4,0.0622,A,2018yCat.1345....0G,-6.71,-3.17,3,3,0.142,0.133,90,A,2018yCat.1345....0G,1.0,1.0,0.05000000000000071,0.03900000000000148,0.7045395121127636,,0,0,0,0,0,0,0,0,True
HIP44643,HD  78358,09 05 48.2719,-51 27 38.795,14,14,0.0359,0.0388,90,A,O,2018yCat.1345....0G,,8.58,8.55,,,8.413,8.423,8.42,A0V,C,1978MSS...C02....0H,Star,*|IR,2.592,4,0.0436,A,2018yCat.1345....0G,-15.536,15.245,3,3,0.042,0.040999999999999995,90,A,2016A&A...595A...2G,1.0,1.0,0.02999999999999936,-0.006999999999999673,0.5086749859927828,,0,0,0,0,0,0,0,0,True
HD15911,HD  15911,02 31 45.4222,-51 39 41.276,14,14,0.0375,0.0401,90,A,O,2018yCat.1345....0G,,9.39,9.44,9.47,9.529,9.43,9.497,9.421,A0V,C,1978MSS...C02....0H,Star,*|IR,1.4345,4,0.0506,A,2018yCat.1345....0G,2.166,5.704,3,3,0.067,0.073,90,A,2018yCat.1345....0G,1.0,1.0,-0.049999999999998934,0.009000000000000341,0.4060027629100813,,0,0,0,0,0,0,0,0,True
HD70730,HD  70730,08 21 13.9174,-51 41 49.579,14,14,0.0384,0.0447,90,A,O,2018yCat.1345....0G,,8.66,8.65,,,8.554,8.585,8.591000000000001,A0V,C,1978MSS...C02....0H,Star,*|IR,3.1625,4,0.0446,A,2018yCat.1345....0G,1.932,-5.171,3,3,0.087,0.09699999999999999,90,A,2018yCat.1345....0G,1.0,1.0,0.009999999999999787,-0.03700000000000081,1.1136526709193726,,0,0,0,0,0,0,0,0,True
HD97496,HD  97496,11 12 30.6274,-51 43 32.700,14,14,0.0352,0.0326,90,A,O,2018yCat.1345....0G,,8.5,8.48,,,8.363,8.383,8.402000000000001,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,2.0106,4,0.0478,A,2018yCat.1345....0G,-15.145999999999999,4.988,3,3,0.073,0.066,90,A,2018yCat.1345....0G,1.0,1.0,0.019999999999999574,-0.03900000000000148,-0.07637160890542187,,0,0,0,0,0,0,0,0,True
HD136110,HD 136110,15 20 58.2099,-51 48 07.799,14,14,0.0355,0.0302,90,A,O,2018yCat.1345....0G,,9.22,9.16,,,8.885,8.885,8.84,A0V,C,1978MSS...C02....0H,Star,*|IR,3.0754,4,0.0465,A,2018yCat.1345....0G,-16.525,-12.463,3,3,0.67,0.569,90,A,2016A&A...595A...2G,1.0,1.0,0.0600000000000005,0.04499999999999993,1.3805080501425782,,0,0,0,0,0,0,0,0,True
HD112165,HD 112165,12 55 08.5751,-51 48 31.051,14,14,0.0546,0.0452,90,A,O,2018yCat.1345....0G,,8.9,8.89,,,8.8,8.863999999999999,8.831,A0V,C,1978MSS...C02....0H,Star,*|IR,2.0822,4,0.0751,A,2018yCat.1345....0G,-13.347000000000001,-1.834,3,3,0.122,0.095,90,A,2018yCat.1345....0G,1.0,1.0,0.009999999999999787,-0.030999999999998806,0.44611221070628304,,0,0,0,0,0,0,0,0,True
HD116560,HD 116560,13 25 20.9818,-51 53 22.749,14,14,0.0838,0.0863,90,A,O,2018yCat.1345....0G,,7.19,7.16,,,7.0089999999999995,7.0,6.981,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,4.9389,4,0.1196,A,2018yCat.1345....0G,-9.817,-12.911,3,3,0.196,0.19899999999999998,90,A,2018yCat.1345....0G,1.0,1.0,0.03000000000000025,0.02799999999999958,0.5186511645313129,,0,0,0,0,0,0,0,0,True
HD81314,HD  81314,09 23 05.3286,-51 54 15.213,14,14,0.0333,0.0377,90,A,O,2018yCat.1345....0G,,8.87,8.81,,,8.667,8.725,8.656,A0V,C,1978MSS...C02....0H,Star,*|IR,2.3512,4,0.0404,A,2018yCat.1345....0G,-14.397,9.206,3,3,0.07,0.07,90,A,2018yCat.1345....0G,1.0,1.0,0.05999999999999872,0.010999999999999233,0.4474478653227868,,0,0,0,0,0,0,0,0,True
HD104896,HD 104896,12 04 43.2164,-51 54 48.666,14,14,0.0279,0.0254,90,A,O,2018yCat.1345....0G,,10.05,9.98,,,9.804,9.821,9.786,A0V,C,1978MSS...C02....0H,Star,*|IR,1.5209,4,0.0441,A,2018yCat.1345....0G,-10.917,0.765,3,3,0.055999999999999994,0.047,90,A,2018yCat.1345....0G,1.0,1.0,0.07000000000000028,0.018000000000000682,0.6350032994697447,,0,0,0,0,0,0,0,0,True
HD134293,HD 134293,15 11 06.1214,-51 57 06.475,14,14,0.0397,0.0364,90,A,O,2018yCat.1345....0G,,10.09,10.07,,,,9.933,9.881,A0V,C,1978MSS...C02....0H,Star,*|IR,1.3694,4,0.059000000000000004,A,2018yCat.1345....0G,-8.673,-10.133,3,3,0.113,0.1,90,A,2018yCat.1345....0G,1.0,1.0,0.019999999999999574,,0.679651617656502,,0,0,0,0,0,0,0,0,True
HD95169,HD  95169,10 58 30.2209,-51 57 09.518,14,14,0.0336,0.0346,90,A,O,2018yCat.1345....0G,,9.3,9.32,,,9.316,9.355,9.331,A0V,C,1978MSS...C02....0H,Star,*|IR,1.6008,4,0.0485,A,2018yCat.1345....0G,-6.103,3.6010000000000004,3,3,0.068,0.069,90,A,2018yCat.1345....0G,1.0,1.0,-0.019999999999999574,-0.014999999999998792,0.41468537814077405,,0,0,0,0,0,0,0,0,True
HD95534,HD  95534,11 00 49.7755,-52 04 29.942,14,14,0.0298,0.0299,90,A,O,2018yCat.1345....0G,,6.82,6.81,,,6.827999999999999,6.84,6.827000000000001,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,6.8351,4,0.0408,A,2018yCat.1345....0G,-18.62,-6.76,2,2,0.32,0.32,0,A,2007A&A...474..653V,1.0,1.0,0.010000000000000675,0.0009999999999985576,0.9472243641830613,,0,0,0,0,0,0,0,0,True
HD105471,HD 105471,12 08 35.8819,-52 06 46.113,14,14,0.0261,0.0268,90,A,O,2018yCat.1345....0G,,9.07,9.01,,,8.888,8.889,8.899,A0V,C,1978MSS...C02....0H,Star,*|IR,2.8893,4,0.0425,A,2018yCat.1345....0G,1.337,-10.825999999999999,3,3,0.053,0.047,90,A,2018yCat.1345....0G,1.0,1.0,0.0600000000000005,-0.010999999999999233,1.0949631878992918,,0,0,0,0,0,0,0,0,True
HD107850,HD 107850,12 23 46.8407,-52 07 25.104,14,14,0.0437,0.0331,90,A,O,2018yCat.1345....0G,,9.51,9.47,,,9.337,9.347000000000001,9.337,A0V,C,1978MSS...C02....0H,Star,*|IR,1.9598,4,0.0622,A,2018yCat.1345....0G,-12.765999999999998,-4.197,3,3,0.077,0.054000000000000006,90,A,2018yCat.1345....0G,1.0,1.0,0.03999999999999915,0.0,0.7850587666592744,,0,0,0,0,0,0,0,0,True
HIP45977,HD  81220,09 22 34.0423,-52 07 29.896,14,14,0.0347,0.0404,90,A,O,2018yCat.1345....0G,,8.98,8.93,,,8.742,8.808,8.716000000000001,A0V,C,1978MSS...C02....0H,Star,*|IR,2.5308,4,0.0414,A,2018yCat.1345....0G,-23.098000000000003,16.392,3,3,0.071,0.073,90,A,2018yCat.1345....0G,1.0,1.0,0.05000000000000071,0.0259999999999998,0.7637891289355532,,0,0,0,0,0,0,0,0,True
HD83997,HD  83997,09 40 21.8554,-52 09 24.565,14,14,0.0405,0.0437,90,A,O,2018yCat.1345....0G,,10.06,9.99,,,9.939,9.891,9.896,A0V,C,1978MSS...C02....0H,Star,*|IR,1.8562,4,0.0486,A,2018yCat.1345....0G,-12.818,3.5260000000000002,3,3,0.081,0.077,90,A,2018yCat.1345....0G,1.0,1.0,0.07000000000000028,0.04299999999999926,1.0776238416793533,,0,0,0,0,0,0,0,0,True
HD89766,HD  89766,10 20 13.0304,-52 11 39.387,14,14,0.5749,0.6156,90,A,O,2018yCat.1345....0G,,8.18,8.12,,,8.027000000000001,8.057,8.039,A0V,C,1978MSS...C02....0H,Star,*|IR,3.785,4,0.6717,A,2018yCat.1345....0G,-22.92,9.789,3,3,1.217,1.24,90,A,2018yCat.1345....0G,1.0,1.0,0.0600000000000005,-0.011999999999998678,0.7913294191804543,,0,0,0,0,0,0,0,0,True
HD171001,HD 171001,18 35 11.6390,-52 11 49.748,14,14,0.0402,0.0399,90,A,O,2018yCat.1345....0G,,9.72,9.65,,,9.548,9.545,9.51,A0V,C,1978MSS...C02....0H,Star,*|IR,2.3669,4,0.0445,A,2018yCat.1345....0G,6.457999999999999,-9.052999999999999,3,3,0.075,0.07200000000000001,90,A,2018yCat.1345....0G,1.0,1.0,0.07000000000000028,0.038000000000000256,1.2653995482731895,,0,0,0,0,0,0,0,0,True
